COD_INE;ID_REL;COD_PROV;PROVINCIA;NOMBRE_ACTUAL;POBLACION_MUNI;SUPERFICIE;PERIMETRO;COD_INE_CAPITAL;CAPITAL;POBLACION_CAPITAL;HOJA_MTN25_ETRS89;LONGITUD_ETRS89;LATITUD_ETRS89;ORIGENCOOR;ALTITUD;ORIGENALTITUD
19220000000;1192206;19;Guadalajara;Pioz;5013;1941,89;18155;19220000101;Pioz;631;0561-1;-3,17615252;40,46341529;Mapa;876;MDT
19221000000;1192213;19;Guadalajara;Piqueras;42;3230,9151;24109;19221000101;Piqueras;42;0540-1;-1,721998172;40,6634529;Mapa;1368;MDT
19222000000;1192228;19;Guadalajara;El Pobo de Dueñas;101;5528,4853;34061;19222000101;El Pobo de Dueñas;101;0515-2;-1,650309622;40,77698106;Mapa;1263;Investigación
19223000000;1192234;19;Guadalajara;Poveda de la Sierra;116;5169,8874;31920;19223000101;Poveda de la Sierra;114;0539-1;-2,02887983;40,6426326;Mapa;1191;MDT
19224000000;1192249;19;Guadalajara;Pozo de Almoguera;110;1672,3546;17113;19224000101;Pozo de Almoguera;108;0561-3;-3,02806151;40,34210938;Mapa;785;MDT
19225000000;1192252;19;Guadalajara;Pozo de Guadalajara;1555;1180,55;15315;19225000101;Pozo de Guadalajara;1548;0561-1;-3,1810391;40,4955074;Mapa;888;MDT
19226000000;1192265;19;Guadalajara;Prádena de Atienza;41;2886,4495;25319;19226000101;Prádena de Atienza;41;0433-4;-3,007283222;41,17198137;Mapa;1144;MDT
19227000000;1192271;19;Guadalajara;Prados Redondos;54;5343,424;39351;19227000401;Prados Redondos;33;0515-1;-1,793859323;40,78462179;Mapa;1153;MDT
19228000000;1192287;19;Guadalajara;Puebla de Beleña;49;2915,1756;26494;19228000101;Puebla de Beleña;49;0485-4;-3,219978922;40,88986121;Mapa;921;MDT
19229000000;1192290;19;Guadalajara;Puebla de Valles;58;2746,2551;25810;19229000101;Puebla de Valles;58;0485-2;-3,303339149;40,92726756;Mapa;839;MDT
19230000000;1192304;19;Guadalajara;Quer;945;1431,97;19614;19230000101;Quer;937;0535-2;-3,27704768;40,60667004;Mapa;701;MDT
19231000000;1192311;19;Guadalajara;Rebollosa de Jadraque;11;766,7521;11998;19231000101;Rebollosa de Jadraque;11;0461-1;-2,841579685;41,08992374;Mapa;1028;MDT
19232000000;1192326;19;Guadalajara;El Recuenco;61;7517,7504;38798;19232000101;El Recuenco;61;0538-2;-2,33815152;40,61445215;Mapa;978;MDT
19233000000;1192332;19;Guadalajara;Renera;104;2023,1101;20734;19233000101;Renera;76;0561-2;-3,01580203;40,49149278;Mapa;751;MDT
19234000000;1192347;19;Guadalajara;Retiendas;50;2098,7521;25784;19234000201;Retiendas;50;0485-2;-3,27586709;40,9715283;Mapa;898;MDT
19235000000;1192350;19;Guadalajara;Riba de Saelices;115;6667,6619;38526;19235000201;Riba de Saelices;95;0488-4;-2,297711281;40,91270944;Mapa;984;MDT
19237000000;1192379;19;Guadalajara;Rillo de Gallo;47;2590,0423;30251;19237000101;Rillo de Gallo;47;0489-4;-1,936546689;40,86588183;Mapa;1048;MDT
19238000000;1192385;19;Guadalajara;Riofrío del Llano;58;4293,4586;31101;19238000201;Riofrío del Llano;39;0461-1;-2,824443067;41,1374917;Mapa;1017;MDT
19239000000;1192398;19;Guadalajara;Robledillo de Mohernando;148;2965,0392;26926;19239000101;Robledillo de Mohernando;148;0485-4;-3,235305708;40,85357752;Mapa;885;MDT
19240000000;1192402;19;Guadalajara;Robledo de Corpes;42;4111,0842;30878;19240000101;Robledo de Corpes;42;0460-2;-2,950510912;41,11770845;Mapa;1151;MDT
19241000000;1192419;19;Guadalajara;Romanillos de Atienza;32;2384,4466;23425;19241000101;Romanillos de Atienza;32;0433-2;-2,895657502;41,27431516;Mapa;1102;MDT
19242000000;1192424;19;Guadalajara;Romanones;112;2887,5598;26824;19242000101;Romanones;112;0536-4;-2,98984173;40,57230534;Mapa;759;MDT
19243000000;1192430;19;Guadalajara;Rueda de la Sierra;41;5101,1429;37424;19243000201;Rueda de la Sierra;31;0490-1,0489-2;-1,854295137;40,91824655;Mapa;1145;MDT
19244000000;1192445;19;Guadalajara;Sacecorbo;99;7244,4874;47478;19244000201;Sacecorbo;85;0513-1;-2,417239161;40,83274351;Mapa;1115;MDT
19245000000;1192458;19;Guadalajara;Sacedón;1547;11132,0619;66475;19245000401;Sacedón;1407;0562-1;-2,732879859;40,48082454;Mapa;741;MDT
19246000000;1192461;19;Guadalajara;Saelices de la Sal;48;1936,812;17821;19246000101;Saelices de la Sal;43;0488-4;-2,322758091;40,90668167;Mapa;983;MDT
19247000000;1192477;19;Guadalajara;Salmerón;128;3639,2164;25638;19247000101;Salmerón;128;0538-3;-2,49375621;40,54437593;Mapa;824;MDT
19248000000;1192483;19;Guadalajara;San Andrés del Congosto;73;1526,6526;16172;19248000101;San Andrés del Congosto;73;0486-1;-3,02658482;40,99942744;Mapa;861;MDT
19249000000;1192496;19;Guadalajara;San Andrés del Rey;36;1471,2172;18632;19249000101;San Andrés del Rey;36;0537-1;-2,82019276;40,63858249;Mapa;1018;MDT
19250000000;1192509;19;Guadalajara;Santiuste;14;1053,3201;14063;19250000101;Santiuste;13;0461-1;-2,809288733;41,08436254;Mapa;914;MDT
19251000000;1192516;19;Guadalajara;Saúca;52;4896,0707;36111;19251000201;Saúca;47;0461-4;-2,529065093;41,03024963;Mapa;1105;MDT
19252000000;1192521;19;Guadalajara;Sayatón;63;4537,5369;41534;19252000201;Sayatón;63;0561-4;-2,85276662;40,37578135;Mapa;663;MDT
19254000000;1192542;19;Guadalajara;Selas;40;4482,0329;32697;19254000101;Selas;40;0489-1;-2,103165894;40,95142533;Mapa;1218;MDT
19255000000;1192555;19;Guadalajara;Setiles;86;5676,9497;28745;19255000101;Setiles;85;0515-4;-1,617887916;40,73418858;Mapa;1257;MDT
19256000000;1192568;19;Guadalajara;Sienes;48;2949,7279;26136;19256000101;Sienes;48;0434-4;-2,653506098;41,20031407;Mapa;1034;MDT
19257000000;1192574;19;Guadalajara;Sigüenza;4359;38686,8831;129006;19257002501;Sigüenza;3968;0461-4;-2,640645797;41,06749895;Mapa;1016;MDT
19258000000;1192580;19;Guadalajara;Solanillos del Extremo;87;3483,4698;28506;19258000101;Solanillos del Extremo;87;0512-3;-2,69831088;40,7507893;Mapa;998;MDT
19259000000;1192593;19;Guadalajara;Somolinos;31;1478,21;17578;19259000101;Somolinos;28;0433-3;-3,057776825;41,24526968;Mapa;1242;MDT
19260000000;1192607;19;Guadalajara;El Sotillo;35;2425,3685;27287;19260000101;El Sotillo;35;0487-4;-2,633963532;40,88075642;Mapa;1036;MDT
19261000000;1192614;19;Guadalajara;Sotodosos;31;2894,7984;22730;19261000101;Sotodosos;31;0488-1;-2,392468186;40,92208715;Mapa;1145;MDT
19262000000;1192629;19;Guadalajara;Tamajón;147;11627,5999;60125;19262000401;Tamajón;108;0459-4;-3,24851783;41,00298382;Mapa;1026;MDT
19263000000;1192635;19;Guadalajara;Taragudo;43;641,9166;13448;19263000101;Taragudo;43;0511-1;-3,079795911;40,82411145;Mapa;773;MDT
19264000000;1192640;19;Guadalajara;Taravilla;33;6067,9178;39321;19264000101;Taravilla;33;0514-4;-1,966939324;40,69776018;Mapa;1316;MDT
19265000000;1192653;19;Guadalajara;Tartanedo;147;14829,137;61790;19265000501;Tartanedo;63;0489-2;-1,923171312;40,9929757;Mapa;1175;MDT
19266000000;1192666;19;Guadalajara;Tendilla;315;2283,7913;22793;19266000101;Tendilla;305;0536-4;-2,95883485;40,54341525;Mapa;789;MDT
19267000000;1192672;19;Guadalajara;Terzaga;20;3380,8091;29641;19267000101;Terzaga;20;0514-4;-1,903456299;40,69466831;Mapa;1175;MDT
19268000000;1192688;19;Guadalajara;Tierzo;36;4005,6357;31638;19268000101;Tierzo;31;0514-4;-1,930930419;40,74863947;Mapa;1136;MDT
19269000000;1192691;19;Guadalajara;La Toba;76;3659,8118;37346;19269000101;La Toba;76;0460-4;-2,98181674;41,0038428;Mapa;939;MDT
19270000000;1192705;19;Guadalajara;Tordelrábano;12;1161,6996;18508;19270000101;Tordelrábano;12;0434-3;-2,757469419;41,21805146;Mapa;1025;MDT
19271000000;1192712;19;Guadalajara;Tordellego;49;3346,9908;32302;19271000101;Tordellego;49;0515-4;-1,670244637;40,72100222;Mapa;1245;MDT
19272000000;1192727;19;Guadalajara;Tordesilos;93;4648,8452;33275;19272000101;Tordesilos;92;0515-4;-1,593592856;40,66905167;Mapa;1323;MDT
19274000000;1192748;19;Guadalajara;Torija;1663;3507,48;33064;19274000201;Torija;1580;0511-3;-3,03272845;40,74394743;Mapa;962;MDT
19277000000;1192770;19;Guadalajara;Torrecuadrada de Molina;21;3580,4789;28469;19277000201;Torrecuadrada de Molina;13;0515-1,0515-3;-1,806449042;40,74984455;Mapa;1182;MDT
19278000000;1192786;19;Guadalajara;Torrecuadradilla;28;3287,5071;27227;19278000101;Torrecuadradilla;28;0487-4;-2,532439;40,85383008;Mapa;1020;MDT
19279000000;1192799;19;Guadalajara;Torre del Burgo;474;490,5204;13525;19279000101;Torre del Burgo;474;0511-1;-3,08027451;40,79509335;Mapa;725;MDT
19280000000;1192803;19;Guadalajara;Torrejón del Rey;6002;2516,6216;29195;19280000201;Torrejón del Rey;1231;0535-2;-3,3365537;40,64482729;Mapa;721;MDT
19281000000;1192810;19;Guadalajara;Torremocha de Jadraque;18;1117,3311;15097;19281000101;Torremocha de Jadraque;18;0460-4;-2,89923655;41,01916194;Mapa;932;MDT
19282000000;1192825;19;Guadalajara;Torremocha del Campo;183;14125,0952;61429;19282000601;Torremocha del Campo;77;0487-2;-2,618347197;40,97776709;Mapa;1085;MDT
19283000000;1192831;19;Guadalajara;Torremocha del Pinar;40;5046,9878;30292;19283000101;Torremocha del Pinar;37;0489-3;-2,044692637;40,88977334;Mapa;1291;MDT
19284000000;1192846;19;Guadalajara;Torremochuela;8;1782,2305;18147;19284000101;Torremochuela;8;0515-1;-1,841765806;40,76527378;Mapa;1163;MDT
19285000000;1192859;19;Guadalajara;Torrubia;23;2818,0753;26888;19285000101;Torrubia;23;0489-2;-1,901097381;40,96530046;Mapa;1168;MDT
19286000000;1192862;19;Guadalajara;Tórtola de Henares;1331;2684,77;30093;19286000101;Tórtola de Henares;1329;0511-3;-3,126090997;40,70644304;Investigación;719;Investigación
19287000000;1192878;19;Guadalajara;Tortuera;181;8220,54;42934;19287000101;Tortuera;181;0490-1;-1,798346939;40,97213;Mapa;1114;MDT
19288000000;1192884;19;Guadalajara;Tortuero;18;4685,6834;34912;19288000101;Tortuero;18;0485-2;-3,35274619;40,93669183;Mapa;892;MDT
19289000000;1192897;19;Guadalajara;Traíd;24;4859,2243;32392;19289000101;Traíd;24;0515-3;-1,809158621;40,66862331;Mapa;1379;MDT
19290000000;1192901;19;Guadalajara;Trijueque;1478;3562,6858;27618;19290000101;Trijueque;428;0511-2;-2,9958891;40,77732863;Mapa;995;MDT
19291000000;1192918;19;Guadalajara;Trillo;1401;16158,98;66528;19291000501;Trillo;1080;0512-4;-2,59279298;40,70143086;Mapa;730;MDT
19293000000;1192939;19;Guadalajara;Uceda;3048;4725,0158;48586;19293000201;Uceda;765;0485-3;-3,46411676;40,84206207;Mapa;778;MDT
19294000000;1192944;19;Guadalajara;Ujados;28;1183,5418;15772;19294000101;Ujados;28;0433-4;-3,004958023;41,23541613;Mapa;1142;MDT
19296000000;1192960;19;Guadalajara;Utande;34;1903,8927;24142;19296000101;Utande;34;0486-4;-2,92827637;40,847284;Mapa;834;MDT
19297000000;1192976;19;Guadalajara;Valdarachas;47;969,09;21565;19297000101;Valdarachas;41;0536-3;-3,12718422;40,51655169;Mapa;760;MDT
19298000000;1192982;19;Guadalajara;Valdearenas;76;1544,0713;18926;19298000101;Valdearenas;72;0511-2;-2,99208077;40,80949791;Mapa;783;MDT
19299000000;1192995;19;Guadalajara;Valdeavellano;108;2402,49;23791;19299000101;Valdeavellano;106;0536-2;-2,97159632;40,66595032;Mapa;953;MDT
19300000000;1193009;19;Guadalajara;Valdeaveruelo;1177;1746,06;25900;19300000201;Valdeaveruelo;398;0535-2;-3,31814886;40,6369605;Mapa;740;MDT
19301000000;1193016;19;Guadalajara;Valdeconcha;39;2347,461;20603;19301000101;Valdeconcha;39;0561-2;-2,87770165;40,45468149;Mapa;749;MDT
19302000000;1193021;19;Guadalajara;Valdegrudas;53;1392,2703;18246;19302000101;Valdegrudas;53;0511-4;-3,01559439;40,71399698;Mapa;931;MDT
19303000000;1193037;19;Guadalajara;Valdelcubo;38;1383,4118;17204;19303000101;Valdelcubo;38;0434-4;-2,675590321;41,22699238;Mapa;1019;MDT
19304000000;1193042;19;Guadalajara;Valdenuño Fernández;308;2480,6679;27671;19304000201;Valdenuño Fernández;101;0510-1;-3,37961253;40,76102333;Mapa;836;MDT
19305000000;1193055;19;Guadalajara;Valdepeñas de la Sierra;147;7005,1309;41607;19305000201;Valdepeñas de la Sierra;119;0485-3;-3,3877151;40,90767226;Mapa;908;MDT
19306000000;1193068;19;Guadalajara;Valderrebollo;23;1461,4186;18973;19306000101;Valderrebollo;23;0512-1;-2,72957699;40,81080991;Mapa;870;MDT
19307000000;1193074;19;Guadalajara;Valdesotos;27;2729,5152;29557;19307000101;Valdesotos;25;0485-2;-3,32924288;40,95694863;Mapa;849;MDT
19308000000;1193080;19;Guadalajara;Valfermoso de Tajuña;74;2944,95;25056;19308000101;Valfermoso de Tajuña;74;0536-2;-2,95396462;40,61974691;Mapa;961;MDT
19309000000;1193093;19;Guadalajara;Valhermoso;26;2909,0671;26125;19309000201;Valhermoso;16;0514-2;-1,96168038;40,78655667;Mapa;1226;MDT
19310000000;1193107;19;Guadalajara;Valtablado del Río;8;2520,8985;23877;19310000101;Valtablado del Río;8;0513-3;-2,40188814;40,71429198;Mapa;843;MDT
19311000000;1193114;19;Guadalajara;Valverde de los Arroyos;88;4520,8733;32718;19311000101;Valverde de los Arroyos;83;0459-2;-3,23356254;41,12908298;Mapa;1255;MDT
19314000000;1193140;19;Guadalajara;Viana de Jadraque;41;2440,9386;36790;19314000101;Viana de Jadraque;41;0461-3;-2,76964051;41,02548517;Mapa;873;MDT
19317000000;1193172;19;Guadalajara;Villanueva de Alcorón;135;9917,1203;42624;19317000101;Villanueva de Alcorón;135;0513-4;-2,25292046;40,67880352;Mapa;1272;MDT
19318000000;1193188;19;Guadalajara;Villanueva de Argecilla;39;527,8455;10307;19318000101;Villanueva de Argecilla;39;0486-4;-2,91440786;40,90246897;Mapa;1019;MDT
19319000000;1193191;19;Guadalajara;Villanueva de la Torre;6559;1121,46;14585;19319000101;Villanueva de la Torre;6559;0535-4;-3,3023622;40,5846251;Mapa;691;MDT
19321000000;1193212;19;Guadalajara;Villares de Jadraque;49;1719,9774;22968;19321000101;Villares de Jadraque;49;0460-1;-3,02588631;41,10157932;Mapa;1043;MDT
19322000000;1193227;19;Guadalajara;Villaseca de Henares;26;1716,6481;18982;19322000101;Villaseca de Henares;26;0487-1;-2,79638058;40,95997366;Mapa;853;MDT
19323000000;1193233;19;Guadalajara;Villaseca de Uceda;45;1328,2362;26503;19323000101;Villaseca de Uceda;45;0510-1;-3,35348283;40,82043626;Mapa;915;MDT
19324000000;1193248;19;Guadalajara;Villel de Mesa;173;3706,9761;27486;19324000101;Villel de Mesa;165;0463-2;-1,99005035;41,12655264;Mapa;938;MDT
19325000000;1193251;19;Guadalajara;Viñuelas;182;1546,4561;16867;19325000101;Viñuelas;182;0510-2;-3,34251106;40,79446169;Mapa;902;MDT
19326000000;1193264;19;Guadalajara;Yebes;4936;1749,79;28415;19326000201;Yebes;718;0536-3;-3,11089911;40,53400994;Mapa;883;MDT
19327000000;1193270;19;Guadalajara;Yebra;451;5648,6542;39860;19327000101;Yebra;449;0561-4;-2,96638121;40,35695514;Mapa;748;MDT
19329000000;1193299;19;Guadalajara;Yélamos de Abajo;65;1246,4823;15506;19329000101;Yélamos de Abajo;65;0536-2;-2,85685345;40,63064911;Mapa;916;MDT
19330000000;1193303;19;Guadalajara;Yélamos de Arriba;82;1832,4873;22631;19330000101;Yélamos de Arriba;81;0537-1;-2,84254827;40,63961231;Mapa;946;MDT
19331000000;1193310;19;Guadalajara;Yunquera de Henares;4329;3105,05;31450;19331000101;Yunquera de Henares;4321;0511-1;-3,16587549;40,75417568;Mapa;693;MDT
19332000000;1193325;19;Guadalajara;La Yunta;90;5618,6413;32670;19332000101;La Yunta;84;0490-4;-1,68438511;40,91450746;Mapa;1103;MDT
19333000000;1193331;19;Guadalajara;Zaorejas;101;18913,5609;77961;19333000301;Zaorejas;74;0513-2;-2,2021796;40,76209921;Mapa;1223;MDT
19334000000;1193346;19;Guadalajara;Zarzuela de Jadraque;54;3204,2963;27182;19334000101;Zarzuela de Jadraque;47;0460-3;-3,04259634;41,06725391;Mapa;1043;MDT
19335000000;1193359;19;Guadalajara;Zorita de los Canes;60;2023,3785;21940;19335000101;Zorita de los Canes;55;0584-2;-2,88715646;40,33118435;Mapa;644;MDT
19901000000;1199010;19;Guadalajara;Semillas;35;4991,0589;40480;19901000101;Semillas;34;0460-3;-3,12165826;41,0574964;Mapa;1196;MDT
20001000000;1200013;20;Gipuzkoa;Abaltzisketa;309;1117,859;16155;20001000101;Abaltzisketa;103;0089-3;-2,1056243;43,04671843;Mapa;374;MDT
20002000000;1200028;20;Gipuzkoa;Aduna;486;695,1418;15650;20002000101;Aduna;283;0064-3;-2,04978935;43,20340038;Mapa;129;MDT
20003000000;1200034;20;Gipuzkoa;Aizarnazabal;774;654,6339;11752;20003000101;Aizarnazabal;592;0063-2;-2,23623444;43,2556775;Mapa;58;MDT
20004000000;1200049;20;Gipuzkoa;Albiztur;316;1301,26;26831;20004000101;Albiztur;210;0089-1;-2,13699819;43,1293542;Mapa;278;MDT
20005000000;1200052;20;Gipuzkoa;Alegia;1740;768,4321;17557;20005000101;Alegia;724;0089-1;-2,09931411;43,10024762;Mapa;96;MDT
20006000000;1200065;20;Gipuzkoa;Alkiza;357;1192,955;14812;20006000101;Alkiza;177;0064-3;-2,10870335;43,17280969;Mapa;341;MDT
20007000000;1200071;20;Gipuzkoa;Altzo;428;977,2981;16094;20007000101;Altzo;229;0089-1;-2,08335458;43,09922008;Mapa;217;MDT
20008000000;1200087;20;Gipuzkoa;Amezketa;948;2057,5505;21177;20008000101;Amezketa;458;0089-3;-2,08848;43,04955;Mapa;185;Mapa
20009000000;1200090;20;Gipuzkoa;Andoain;14504;2717,0934;28446;20009000101;Andoain;13081;0064-3;-2,01998488;43,21980681;Mapa;69;MDT
20010000000;1200104;20;Gipuzkoa;Anoeta;2079;413,1029;10627;20010000101;Anoeta;1921;0089-1;-2,07074006;43,16125092;Mapa;76;MDT
20011000000;1200111;20;Gipuzkoa;Antzuola;2071;2772,7338;23373;20011000101;Antzuola;1795;0088-1;-2,38135844;43,09807343;Mapa;236;MDT
20012000000;1200126;20;Gipuzkoa;Arama;192;132,1001;5111;20012000101;Arama;127;0089-3;-2,16555897;43,06338109;Mapa;169;MDT
20013000000;1200132;20;Gipuzkoa;Aretxabaleta;7069;2692,63;29950;20013000301;Aretxabaleta;6746;0088-3;-2,50292256;43,03338141;Mapa;248;MDT
20014000000;1200147;20;Gipuzkoa;Asteasu;1557;1675,8952;23505;20014000101;Asteasu;924;0064-3;-2,09703;43,19336;Investigación;100;Investigación
20015000000;1200150;20;Gipuzkoa;Ataun;1660;5887,06;43156;20015000300;San Martin;1182;0089-3;-2,17737085;43,00673574;Mapa;197;MDT
20016000000;1200163;20;Gipuzkoa;Aia;2094;5526,6787;51664;20016000301;Aia;685;0064-3;-2,14903622;43,23615037;Mapa;311;MDT
20017000000;1200179;20;Gipuzkoa;Azkoitia;11617;5471,2548;34834;20017000201;Azkoitia;10876;0063-4;-2,31225807;43,17827102;Mapa;116;MDT
20018000000;1200185;20;Gipuzkoa;Azpeitia;15154;6938,8776;45106;20018000101;Azpeitia;13105;0063-4;-2,26541334;43,18563287;Mapa;82;MDT
20019000000;1200198;20;Gipuzkoa;Beasain;13877;2999,125;27645;20019000401;Beasain;13550;0088-4;-2,19706732;43,04874902;Mapa;173;MDT
20020000000;1200202;20;Gipuzkoa;Beizama;136;1655,1561;17740;20020000101;Beizama;41;0088-2;-2,20147851;43,13432619;Mapa;477;MDT
20021000000;1200219;20;Gipuzkoa;Belauntza;269;343,03;9967;20021000101;Belauntza;229;0089-1;-2,05085187;43,13497356;Mapa;213;MDT
20022000000;1200224;20;Gipuzkoa;Berastegi;1102;4590,1663;48232;20022000101;Berastegi;501;0089-2;-1,97911502;43,12354933;Mapa;403;MDT
20023000000;1200230;20;Gipuzkoa;Berrobi;581;277,1774;8217;20023000101;Berrobi;530;0089-1;-2,0267077;43,14557596;Mapa;163;MDT
20024000000;1200245;20;Gipuzkoa;Bidania-Goiatz;527;1337,4189;23725;20024000201;Bidania;229;0089-1;-2,15960434;43,13942824;Mapa;489;MDT
20025000000;1200258;20;Gipuzkoa;Zegama;1538;3507,4087;23474;20025000301;Zegama;1314;0113-2;-2,29060387;42,97642809;Mapa;296;MDT
20026000000;1200261;20;Gipuzkoa;Zerain;276;1036,7094;14753;20026000101;Zerain;106;0088-4;-2,27423165;43,01279563;Mapa;329;MDT
20027000000;1200277;20;Gipuzkoa;Zestoa;3750;4369,0458;44149;20027000401;Zestoa;2103;0063-4;-2,2585999;43,24006707;Mapa;72;MDT
20028000000;1200283;20;Gipuzkoa;Zizurkil;2996;1561,1753;25745;20028000101;Zizurkil;115;0064-3;-2,0738501;43,19954612;Mapa;113;MDT
20029000000;1200296;20;Gipuzkoa;Deba;5395;5032,2469;36049;20029000101;Deba;4334;0063-2,0063-1;-2,35409242;43,29467572;Mapa;4;MDT
20030000000;1200300;20;Gipuzkoa;Eibar;27282;2477,5979;22103;20030000301;Eibar;26913;0063-3;-2,47092183;43,18542077;Mapa;121;MDT
20031000000;1200317;20;Gipuzkoa;Elduain;247;2506,5164;31845;20031000101;Elduain;203;0089-2;-2,00096769;43,14040117;Mapa;246;MDT
20032000000;1200322;20;Gipuzkoa;Elgoibar;11480;3911,338;28024;20032000201;Elgoibar;8374;0063-3;-2,41650379;43,21397052;Mapa;44;MDT
20033000000;1200338;20;Gipuzkoa;Elgeta;1122;1683,1875;17530;20033000101;Elgeta;996;0088-1;-2,48732293;43,13731983;Mapa;472;MDT
20034000000;1200343;20;Gipuzkoa;Eskoriatza;4160;4028,07;34290;20034000301;Eskoriatza;3587;0087-4;-2,52821422;43,01682946;Mapa;279;MDT
20035000000;1200356;20;Gipuzkoa;Ezkio-Itsaso;609;2122,1797;22181;20035000601;Anduaga (Santa Lutzia);269;0088-4;-2,28154897;43,06912307;Mapa;240;MDT
20036000000;1200369;20;Gipuzkoa;Hondarribia;16904;2863,0213;28390;20036000401;Hondarribia;898;0041-3;-1,79122175;43,36303309;Mapa;24;MDT
20037000000;1200375;20;Gipuzkoa;Gaintza;128;595,9222;10288;20037000100;Gaintza;128;0089-3;-2,13316365;43,05278402;Mapa;444;MDT
20038000000;1200381;20;Gipuzkoa;Gabiria;503;1487,5424;16987;20038000301;Gabiria;192;0088-4;-2,27993401;43,04975224;Mapa;418;MDT
20039000000;1200394;20;Gipuzkoa;Getaria;2825;1062,6225;17798;20039000301;Getaria;2457;0063-2;-2,2035651;43,30452872;Mapa;18;MDT
20040000000;1200408;20;Gipuzkoa;Hernani;20375;3980,8211;45778;20040000502;Hernani;17506;0064-2;-1,97612931;43,26534468;Mapa;44;MDT
20041000000;1200415;20;Gipuzkoa;Hernialde;314;417,0257;10003;20041000101;Hernialde;159;0089-1;-2,08497826;43,15506268;Mapa;302;MDT
20042000000;1200420;20;Gipuzkoa;Ibarra;4143;504,39;17855;20042000101;Ibarra;3932;0089-1;-2,06196444;43,13191375;Mapa;87;MDT
20043000000;1200436;20;Gipuzkoa;Idiazabal;2271;2946,7522;28392;20043000101;Idiazabal;1703;0088-4;-2,23374578;43,0120808;Mapa;213;MDT
20044000000;1200441;20;Gipuzkoa;Ikaztegieta;483;200,1612;7540;20044000201;Ikaztegieta;415;0089-1;-2,12457964;43,09504134;Mapa;113;MDT
20045000000;1200454;20;Gipuzkoa;Irun;62635;4239,7687;30310;20045000201;Irun;60665;0041-3;-1,78736072;43,34003194;Mapa;9;MDT
20046000000;1200467;20;Gipuzkoa;Irura;1885;298,9889;7584;20046000101;Irura;1863;0089-1;-2,06695424;43,16752334;Mapa;74;MDT
20047000000;1200473;20;Gipuzkoa;Itsasondo;643;893,9279;14767;20047000201;Itsasondo;611;0089-3;-2,16671971;43,06834226;Mapa;173;MDT
20048000000;1200489;20;Gipuzkoa;Larraul;258;590,017;12722;20048000101;Larraul;175;0064-3;-2,10220743;43,18788665;Mapa;239;MDT
20049000000;1200492;20;Gipuzkoa;Lazkao;5962;1138,644;30966;20049000101;Lazkao;5771;0088-4,0089-3;-2,1875471;43,03517425;Mapa;157;MDT
20050000000;1200505;20;Gipuzkoa;Leaburu;385;349,6;11089;20050000301;Leaburu;106;0089-1;-2,05193418;43,12462708;Mapa;297;MDT
20051000000;1200512;20;Gipuzkoa;Legazpi;8337;4184,2276;36068;20051000201;Legazpi;8102;0088-4;-2,33330298;43,05367849;Mapa;408;MDT
20052000000;1200527;20;Gipuzkoa;Legorreta;1432;862,2011;15448;20052000101;Legorreta;1280;0089-3;-2,15485444;43,0826628;Mapa;124;MDT
20053000000;1200533;20;Gipuzkoa;Lezo;6011;859,2035;14277;20053000101;Lezo;5549;0064-2;-1,89972629;43,32064032;Mapa;19;MDT
20054000000;1200548;20;Gipuzkoa;Lizartza;629;1233,176;25461;20054000101;Lizartza;485;0089-1;-2,03475196;43,10332191;Mapa;138;MDT
20055000000;1200551;20;Gipuzkoa;Arrasate/Mondragón;21760;3302,87;28517;20055000401;Arrasate/Mondragón;20866;0088-3;-2,49099614;43,0652967;Mapa;217;MDT
20056000000;1200564;20;Gipuzkoa;Mutriku;5304;2769,1984;27709;20056000301;Mutriku;4478;0063-1;-2,38786537;43,30746845;Mapa;49;MDT
20057000000;1200570;20;Gipuzkoa;Mutiloa;259;861,492;14134;20057000101;Mutiloa;119;0088-4;-2,27289275;43,02224238;Mapa;246;MDT
20058000000;1200586;20;Gipuzkoa;Olaberria;914;692,01;12030;20058000101;Olaberria;275;0088-4;-2,20409984;43,02718641;Mapa;321;MDT
20059000000;1200599;20;Gipuzkoa;Oñati;11515;10732,23;49322;20059001001;Oñati;9988;0088-3;-2,4145444;43,03296225;Mapa;235;MDT
20060000000;1200603;20;Gipuzkoa;Orexa;114;584,6314;14959;20060000100;Orexa;114;0089-2;-2,01155121;43,09411875;Mapa;417;MDT
20061000000;1200610;20;Gipuzkoa;Orio;6062;980,8059;16014;20061000101;Orio;5778;0064-1;-2,12752351;43,27641833;Mapa;14;MDT
20062000000;1200625;20;Gipuzkoa;Ormaiztegi;1242;676,8572;11775;20062000101;Ormaiztegi;1085;0088-4;-2,25423319;43,04283345;Mapa;196;MDT
20063000000;1200631;20;Gipuzkoa;Oiartzun;10362;5949,39;46503;20063000001;Oiartzun;0;0064-2;-1,860292156;43,29917099;Investigación;80;Investigación
20064000000;1200646;20;Gipuzkoa;Pasaia;15711;1133,7639;23646;20064000301;Pasai Donibane;2089;0064-2;-1,91753163;43,32495257;Mapa;10;MDT
20065000000;1200659;20;Gipuzkoa;Soraluze-Placencia de las Armas;3842;1421,7775;16635;20065000101;Soraluze-Placencia de las Armas;3644;0063-3;-2,41257608;43,17432947;Mapa;113;MDT
20066000000;1200662;20;Gipuzkoa;Errezil;565;3246;29446;20066000501;Errezil;108;0089-1;-2,17401811;43,16474686;Mapa;304;MDT
