COD_INE;ID_REL;COD_PROV;PROVINCIA;NOMBRE_ACTUAL;POBLACION_MUNI;SUPERFICIE;PERIMETRO;COD_INE_CAPITAL;CAPITAL;POBLACION_CAPITAL;HOJA_MTN25_ETRS89;LONGITUD_ETRS89;LATITUD_ETRS89;ORIGENCOOR;ALTITUD;ORIGENALTITUD
16152000000;1161527;16;Cuenca;La Parra de las Vegas;33;6151,1123;37788;16152000101;La Parra de las Vegas;33;0634-4;-2,20459141;39,86832639;Mapa;1023;MDT
16153000000;1161533;16;Cuenca;El Pedernoso;1125;5636,79;30714;16153000101;El Pedernoso;1123;0715-1;-2,74454177;39,48508097;Mapa;716;MDT
16154000000;1161548;16;Cuenca;Las Pedroñeras;6583;22506,22;78085;16154000101;Las Pedroñeras;6551;0715-2;-2,67521669;39,45215365;Mapa;709;MDT
16155000000;1161551;16;Cuenca;El Peral;650;8584,2792;38242;16155000101;El Peral;649;0717-2;-1,89855566;39,49914409;Mapa;793;MDT
16156000000;1161564;16;Cuenca;La Peraleja;97;3493,4785;24641;16156000101;La Peraleja;97;0585-4;-2,55552695;40,23568169;Mapa;877;MDT
16157000000;1161570;16;Cuenca;La Pesquera;212;7236,03;39691;16157000101;La Pesquera;210;0692-4;-1,58539573;39,5723678;Mapa;795;MDT
16158000000;1161586;16;Cuenca;El Picazo;674;2490,224;30318;16158000101;El Picazo;666;0717-1;-2,08881781;39,4481972;Mapa;698;MDT
16159000000;1161599;16;Cuenca;Pinarejo;189;6181,9857;39011;16159000101;Pinarejo;189;0690-1;-2,42546129;39,61471691;Mapa;882;MDT
16160000000;1161603;16;Cuenca;Pineda de Gigüela;62;2907,6018;21565;16160000101;Pineda de Gigüela;62;0608-2;-2,54329702;40,08580618;Mapa;976;MDT
16161000000;1161610;16;Cuenca;Piqueras del Castillo;46;4585,7779;25811;16161000101;Piqueras del Castillo;44;0663-3;-2,08387929;39,72126766;Mapa;927;MDT
16162000000;1161625;16;Cuenca;Portalrubio de Guadamejud;31;2097,3487;21257;16162000101;Portalrubio de Guadamejud;31;0585-2;-2,604358488;40,27210987;Mapa;817;MDT
16163000000;1161631;16;Cuenca;Portilla;58;3291,3064;24280;16163000101;Portilla;58;0587-1;-2,08339605;40,2890564;Mapa;1066;MDT
16165000000;1161659;16;Cuenca;Poyatos;58;4505,41;27052;16165000101;Poyatos;58;0564-1;-2,04930299;40,42311458;Mapa;1240;MDT
16166000000;1161662;16;Cuenca;Pozoamargo;279;5332,7;36586;16166000101;Pozoamargo;236;0716-4;-2,19687565;39,36647507;Mapa;752;MDT
16167000000;1161678;16;Cuenca;Pozorrubio de Santiago;322;4470,1708;34968;16167000101;Pozorrubio de Santiago;322;0660-2;-2,949698292;39,81629118;Mapa;785;MDT
16169000000;1161697;16;Cuenca;El Pozuelo;43;4126,1514;28748;16169000101;El Pozuelo;43;0538-2;-2,27812708;40,6204796;Mapa;1218;MDT
16170000000;1161701;16;Cuenca;Priego;885;8033,9397;41022;16170000101;Priego;883;0563-2;-2,31716398;40,44855782;Mapa;848;MDT
16171000000;1161718;16;Cuenca;El Provencio;2387;10160,26;48065;16171000101;El Provencio;2354;0715-4;-2,57366524;39,37643287;Mapa;699;MDT
16172000000;1161723;16;Cuenca;Puebla de Almenara;311;3766,9101;25172;16172000101;Puebla de Almenara;311;0661-1;-2,81685893;39,78393775;Mapa;864;MDT
16173000000;1161739;16;Cuenca;El Valle de Altomira;206;14741,2001;55471;16173000101;Garcinarro;91;0585-3;-2,75970371;40,2244204;Mapa;801;MDT
16174000000;1161744;16;Cuenca;Puebla del Salvador;192;4809,0376;27176;16174000101;Puebla del Salvador;192;0692-4;-1,67436579;39,56438888;Mapa;842;MDT
16175000000;1161757;16;Cuenca;Quintanar del Rey;7632;7991,8269;38715;16175000101;Quintanar del Rey;7632;0717-4;-1,92764017;39,34251913;Mapa;728;MDT
16176000000;1161760;16;Cuenca;Rada de Haro;49;3225,39;26058;16176000101;Rada de Haro;49;0689-4;-2,62076255;39,56981018;Mapa;823;MDT
16177000000;1161776;16;Cuenca;Reíllo;105;8169,7776;39765;16177000101;Reíllo;105;0635-4;-1,87168988;39,90581103;Mapa;1022;MDT
16181000000;1161816;16;Cuenca;Rozalén del Monte;58;3062,7216;22945;16181000101;Rozalén del Monte;58;0633-1;-2,805433823;39,99042625;Mapa;874;MDT
16185000000;1161855;16;Cuenca;Saceda-Trasierra;37;3092,1245;23655;16185000101;Saceda-Trasierra;36;0608-1,0607-2;-2,85428558;40,15527644;Mapa;904;MDT
16186000000;1161868;16;Cuenca;Saelices;450;8061,8073;39131;16186000101;Saelices;435;0633-1;-2,8055779;39,9209774;Mapa;930;MDT
16187000000;1161874;16;Cuenca;Salinas del Manzano;67;3364,6102;24599;16187000101;Salinas del Manzano;63;0611-2;-1,55634669;40,08849771;Mapa;1132;MDT
16188000000;1161880;16;Cuenca;Salmeroncillos;101;2067,7929;23675;16188000101;Salmeroncillos de Abajo;94;0538-3,0537-4;-2,52128273;40,50471896;Mapa;761;MDT
16189000000;1161893;16;Cuenca;Salvacañete;291;12028,1924;51129;16189000303;Salvacañete;237;0612-1;-1,50242309;40,0987678;Mapa;1212;MDT
16190000000;1161907;16;Cuenca;San Clemente;6827;27751,44;104063;16190000201;San Clemente;6822;0716-3;-2,42962901;39,40330614;Mapa;721;MDT
16191000000;1161914;16;Cuenca;San Lorenzo de la Parrilla;1066;5988,8863;45293;16191000101;San Lorenzo de la Parrilla;1057;0634-3;-2,36103293;39,85130155;Mapa;940;MDT
16192000000;1161929;16;Cuenca;San Martín de Boniches;46;6976,9862;44568;16192000101;San Martín de Boniches;46;0636-4;-1,57374801;39,88559941;Mapa;1208;MDT
16193000000;1161935;16;Cuenca;San Pedro Palmiches;49;1984,8683;20403;16193000101;San Pedro Palmiches;49;0563-1;-2,40780637;40,4291571;Mapa;820;MDT
16194000000;1161940;16;Cuenca;Santa Cruz de Moya;230;11074,15;58190;16194000401;Santa Cruz de Moya;185;0637-2;-1,25487494;39,95479741;Mapa;763;MDT
16195000000;1161953;16;Cuenca;Santa María del Campo Rus;522;9363,4604;45099;16195000101;Santa María del Campo Rus;522;0690-3;-2,42290033;39,55840725;Mapa;788;MDT
16196000000;1161966;16;Cuenca;Santa María de los Llanos;680;4301,39;37939;16196000101;Santa María de los Llanos;678;0715-1;-2,81131288;39,48862424;Mapa;716;MDT
16197000000;1161972;16;Cuenca;Santa María del Val;61;4706,11;30951;16197000101;Santa María del Val;61;0539-3;-2,04141767;40,50434552;Mapa;1196;MDT
16198000000;1161988;16;Cuenca;Sisante;1618;13435,5299;61696;16198000101;Sisante;1591;0716-4;-2,20115957;39,40713272;Mapa;744;MDT
16199000000;1161991;16;Cuenca;Solera de Gabaldón;36;5048,9054;30617;16199000101;Solera de Gabaldón;36;0663-4;-1,97762435;39,74803197;Mapa;1043;MDT
16202000000;1162027;16;Cuenca;Talayuelas;856;10658,8954;41621;16202000201;Talayuelas;657;0637-4;-1,28430223;39,84759587;Mapa;991;MDT
16203000000;1162033;16;Cuenca;Tarancón;15799;10657,9;46106;16203000101;Tarancón;15794;0607-4;-3,004177176;40,01291618;Mapa;810;MDT
16204000000;1162048;16;Cuenca;Tébar;287;9902,2521;48576;16204000101;Tébar;283;0717-1,0691-3;-2,16555868;39,49960946;Mapa;888;MDT
16205000000;1162051;16;Cuenca;Tejadillos;113;6328,1485;33885;16205000101;Tejadillos;108;0611-2;-1,63474902;40,1418641;Mapa;1235;MDT
16206000000;1162064;16;Cuenca;Tinajas;196;4689,4653;31606;16206000101;Tinajas;196;0585-2;-2,581654205;40,32583036;Mapa;870;MDT
16209000000;1162099;16;Cuenca;Torralba;109;5548,7122;29870;16209000101;Torralba;109;0586-2;-2,28485822;40,30330749;Mapa;912;MDT
16211000000;1162110;16;Cuenca;Torrejoncillo del Rey;345;20145,6829;83402;16211000301;Torrejoncillo del Rey;222;0608-4;-2,57430524;40,00762093;Mapa;931;MDT
16212000000;1162125;16;Cuenca;Torrubia del Campo;296;5336,0205;36525;16212000101;Torrubia del Campo;296;0632-4;-2,961386531;39,89595488;Mapa;799;MDT
16213000000;1162131;16;Cuenca;Torrubia del Castillo;41;1746,7238;19162;16213000101;Torrubia del Castillo;41;0690-2;-2,31139557;39,65824649;Mapa;849;MDT
16215000000;1162159;16;Cuenca;Tragacete;277;6174,82;39264;16215000101;Tragacete;274;0565-3;-1,85099186;40,34920575;Mapa;1281;MDT
16216000000;1162162;16;Cuenca;Tresjuncos;268;7029,0426;33688;16216000101;Tresjuncos;268;0661-3;-2,75659528;39,69874336;Mapa;796;MDT
16217000000;1162178;16;Cuenca;Tribaldos;99;2128,38;21740;16217000101;Tribaldos;99;0632-2;-2,898318635;39,97182791;Mapa;823;MDT
16218000000;1162184;16;Cuenca;Uclés;222;6461,16;65605;16218000101;Uclés;222;0632-2;-2,861444517;39,98083096;Mapa;842;MDT
16219000000;1162197;16;Cuenca;Uña;84;2354,89;36828;16219000101;Uña;84;0587-4;-1,97819824;40,22338108;Mapa;1139;MDT
16224000000;1162244;16;Cuenca;Valdemeca;74;6982;33809;16224000101;Valdemeca;74;0588-3;-1,74369931;40,22401814;Mapa;1322;MDT
16225000000;1162257;16;Cuenca;Valdemorillo de la Sierra;54;7027,3337;36738;16225000101;Valdemorillo de la Sierra;53;0611-3;-1,78174966;40,03902441;Mapa;1200;MDT
16227000000;1162276;16;Cuenca;Valdemoro-Sierra;104;10764,02;48242;16227000101;Valdemoro-Sierra;98;0611-1;-1,76707909;40,10118642;Mapa;1111;MDT
16228000000;1162282;16;Cuenca;Valdeolivas;218;4604,6055;30438;16228000101;Valdeolivas;218;0538-3;-2,44455231;40,50509607;Mapa;926;MDT
16231000000;1162316;16;Cuenca;Valhermoso de la Fuente;42;3212,4674;23601;16231000101;Valhermoso de la Fuente;41;0691-4;-2,01741436;39,55295569;Mapa;800;MDT
16234000000;1162342;16;Cuenca;Valsalobre;21;3808,3301;25282;16234000101;Valsalobre;21;0539-1;-2,09292236;40,61717284;Mapa;1225;MDT
16236000000;1162368;16;Cuenca;Valverde de Júcar;1091;5621,4888;42104;16236000101;Valverde de Júcar;1091;0662-4;-2,21800571;39,71856361;Mapa;817;MDT
16237000000;1162374;16;Cuenca;Valverdejo;94;3247,2648;26629;16237000101;Valverdejo;92;0691-1;-2,023089284;39,61612733;Investigación;869;Investigación
16238000000;1162380;16;Cuenca;Vara de Rey;460;12787,6116;53051;16238000201;Vara de Rey;447;0716-2;-2,29495241;39,42438985;Mapa;822;MDT
16239000000;1162393;16;Cuenca;Vega del Codorno;132;3226,52;27359;16239000201;Vega del Codorno;66;0564-2;-1,92940245;40,43389447;Mapa;1344;MDT
16240000000;1162407;16;Cuenca;Vellisca;114;4297,879;27776;16240000101;Vellisca;114;0608-1;-2,81427973;40,12882196;Mapa;943;MDT
16242000000;1162429;16;Cuenca;Villaconejos de Trabaque;323;3185,6001;22748;16242000101;Villaconejos de Trabaque;323;0563-4;-2,31812472;40,40135638;Mapa;813;MDT
16243000000;1162435;16;Cuenca;Villaescusa de Haro;474;9320,13;56652;16243000201;Villaescusa de Haro;466;0689-2;-2,67442166;39,59725685;Mapa;824;MDT
16244000000;1162440;16;Cuenca;Villagarcía del Llano;697;11683,9622;48857;16244000201;Villagarcía del Llano;671;0743-1;-1,84625561;39,32654926;Mapa;728;MDT
16245000000;1162453;16;Cuenca;Villalba de la Sierra;484;4123,83;28132;16245000201;Villalba de la Sierra;448;0587-3;-2,08765887;40,23624228;Mapa;994;MDT
16246000000;1162466;16;Cuenca;Villalba del Rey;481;9507,0199;51680;16246000101;Villalba del Rey;481;0562-4;-2,64103615;40,34448602;Mapa;787;MDT
16247000000;1162472;16;Cuenca;Villalgordo del Marquesado;66;3029,7075;25446;16247000101;Villalgordo del Marquesado;66;0662-3;-2,50830315;39,68222427;Mapa;857;MDT
16248000000;1162488;16;Cuenca;Villalpardo;1013;3148,6996;33358;16248000101;Villalpardo;1005;0718-2;-1,62529227;39,47333079;Mapa;775;MDT
16249000000;1162491;16;Cuenca;Villamayor de Santiago;2433;18116,5055;62423;16249000101;Villamayor de Santiago;2433;0660-4;-2,92775691;39,7285842;Mapa;775;MDT
16250000000;1162504;16;Cuenca;Villanueva de Guadamejud;64;3061,1793;26360;16250000101;Villanueva de Guadamejud;64;0586-3;-2,50703229;40,22470982;Mapa;812;MDT
16251000000;1162511;16;Cuenca;Villanueva de la Jara;2287;15606;69678;16251000401;Villanueva de la Jara;2178;0717-2;-1,9505386;39,43910272;Mapa;769;MDT
16253000000;1162532;16;Cuenca;Villar de Cañas;385;7036,3072;41037;16253000201;Villar de Cañas;264;0661-2;-2,5658079;39,77835802;Mapa;815;MDT
16254000000;1162547;16;Cuenca;Villar de Domingo García;222;7688,77;46551;16254000401;Villar de Domingo García;200;0586-4;-2,29427547;40,23853491;Mapa;933;MDT
16255000000;1162550;16;Cuenca;Villar de la Encina;161;4918,9482;34060;16255000101;Villar de la Encina;161;0689-2;-2,52201473;39,63693289;Mapa;842;MDT
16258000000;1162585;16;Cuenca;Villar del Humo;169;15004,7753;54396;16258000101;Villar del Humo;169;0636-4;-1,62719785;39,87018066;Mapa;990;MDT
16259000000;1162598;16;Cuenca;Villar del Infantado;39;2176,4103;22621;16259000101;Villar del Infantado;39;0563-1;-2,47861265;40,45501191;Mapa;763;MDT
16263000000;1162630;16;Cuenca;Villar de Olalla;1356;15782,83;87476;16263000301;Villar de Olalla;1155;0609-4;-2,19680616;40,0152484;Mapa;921;MDT
16264000000;1162645;16;Cuenca;Villarejo de Fuentes;392;12835,6153;49424;16264000101;Villarejo de Fuentes;387;0661-1;-2,69430346;39,78970652;Mapa;860;MDT
16265000000;1162658;16;Cuenca;Villarejo de la Peñuela;23;1301,9772;14990;16265000101;Villarejo de la Peñuela;23;0609-1;-2,40961329;40,08699389;Mapa;943;MDT
16266000000;1162661;16;Cuenca;Villarejo-Periesteban;383;3342,8604;26693;16266000101;Villarejo-Periesteban;383;0634-3;-2,44122987;39,87090712;Mapa;910;MDT
16269000000;1162696;16;Cuenca;Villares del Saz;468;7016,0188;42910;16269000201;Villares del Saz;468;0634-3;-2,50690692;39,84039096;Mapa;869;MDT
16270000000;1162700;16;Cuenca;Villarrubio;189;2819,81;28577;16270000101;Villarrubio;189;0632-2;-2,8951749;39,94465693;Mapa;821;MDT
16271000000;1162717;16;Cuenca;Villarta;789;2561,6156;26115;16271000101;Villarta;789;0718-2;-1,65250364;39,4404108;Mapa;757;MDT
16272000000;1162722;16;Cuenca;Villas de la Ventosa;210;14510,5225;56059;16272000501;La Ventosa;96;0586-3;-2,43187557;40,2054271;Mapa;853;MDT
16273000000;1162738;16;Cuenca;Villaverde y Pasaconsol;338;2120,3944;20650;16273000101;Villaverde y Pasaconsol;337;0662-2;-2,2650562;39,7704989;Mapa;857;MDT
16274000000;1162743;16;Cuenca;Víllora;141;6890,4476;44323;16274000101;Víllora;140;0664-2;-1,58635049;39,75307038;Mapa;897;MDT
16275000000;1162756;16;Cuenca;Vindel;12;2525,3002;20721;16275000101;Vindel;12;0538-1;-2,38068231;40,58793206;Mapa;886;MDT
16276000000;1162769;16;Cuenca;Yémeda;17;2883,632;27641;16276000101;Yémeda;17;0664-1;-1,72248206;39,76286551;Mapa;867;MDT
16277000000;1162775;16;Cuenca;Zafra de Záncara;100;7871,8653;44238;16277000101;Zafra de Záncara;99;0633-4;-2,55885588;39,89215544;Mapa;955;MDT
16278000000;1162781;16;Cuenca;Zafrilla;55;10611,07;57223;16278000201;Zafrilla;55;0588-4;-1,61738636;40,19457725;Mapa;1418;MDT
16279000000;1162794;16;Cuenca;Zarza de Tajo;268;4582,06;29650;16279000101;Zarza de Tajo;239;0607-3;-3,13183013;40,01821259;Mapa;709;MDT
16280000000;1162808;16;Cuenca;Zarzuela;154;4033,0554;26535;16280000101;Zarzuela;154;0587-1;-2,12875796;40,25535241;Mapa;1054;MDT
16901000000;1169015;16;Cuenca;Campos del Paraíso;691;21689,0284;79999;16901000101;Carrascosa del Campo;454;0608-3;-2,73842048;40,03753421;Mapa;896;MDT
16902000000;1169020;16;Cuenca;Valdetórtola;127;10321,005;60625;16902000301;Valdeganga de Cuenca;87;0635-1;-2,18602597;39,92051743;Mapa;900;MDT
16903000000;1169036;16;Cuenca;Las Valeras;1499;11304,82;50974;16903000101;Valera de Abajo;1423;0663-1;-2,15807311;39,77018631;Mapa;873;MDT
16904000000;1169041;16;Cuenca;Fuentenava de Jábaga;546;13315,89;62502;16904000201;Jábaga;197;0609-2;-2,26399333;40,08622198;Mapa;968;MDT
16905000000;1169054;16;Cuenca;Arcas;1994;8152,39;48924;16905000101;Arcas;1362;0635-1;-2,11495294;39,98852404;Mapa;960;MDT
16906000000;1169067;16;Cuenca;Los Valdecolmenas;74;3131,0658;24672;16906000101;Valdecolmenas de Abajo;37;0609-1;-2,49722839;40,11998668;Mapa;932;MDT
16908000000;1169089;16;Cuenca;Pozorrubielos de la Mancha;173;7357,8835;50380;16908000401;Rubielos Bajos;135;0717-1;-2,03877807;39,44537978;Mapa;779;MDT
16909000000;1169092;16;Cuenca;Sotorribas;696;14921,26;67241;16909000601;Sotos;432;0587-3;-2,16373985;40,19522153;Mapa;988;MDT
16910000000;1169106;16;Cuenca;Villar y Velasco;79;6176,5701;34097;16910000101;Cuevas de Velasco;56;0609-1;-2,41847881;40,14922267;Mapa;978;MDT
17001000000;1170010;17;Girona;Agullana;903;2749,3347;28092;17001000101;Agullana;794;0220-3;2,84657328;42,39402494;Mapa;162;MDT
17002000000;1170025;17;Girona;Aiguaviva;780;1396,89;15581;17002000101;Aiguaviva;361;0333-2;2,76163011;41,93845315;Mapa;164;MDT
17003000000;1170031;17;Girona;Albanyà;180;9450,5172;80993;17003000101;Albanyà;82;0257-2;2,72019727;42,30454655;Mapa;234;MDT
17004000000;1170046;17;Girona;Albons;797;1130,4;16294;17004000101;Albons;735;0296-2;3,08590521;42,10437187;Mapa;25;MDT
17005000000;1170059;17;Girona;El Far d'Empordà;625;918,7361;15171;17005000101;El Far d'Empordà;392;0258-2;2,99619535;42,25212616;Mapa;43;MDT
17006000000;1170062;17;Girona;Alp;1717;4405,7031;40562;17006000101;Alp;1102;0217-3;1,88550982;42,37253273;Mapa;1161;MDT
17007000000;1170078;17;Girona;Amer;2422;3992,76;40619;17007000101;Amer;2070;0295-3;2,60180784;42,01007358;Mapa;186;MDT
17008000000;1170084;17;Girona;Anglès;5682;1623,71;20529;17008000101;Anglès;5508;0333-1;2,63929213;41,95671537;Mapa;163;MDT
17009000000;1170097;17;Girona;Arbúcies;6474;8621,9114;51567;17009000101;Arbúcies;5111;0365-1;2,51366963;41,8160888;Mapa;287;MDT
17010000000;1170101;17;Girona;Argelaguer;439;1263,34;20173;17010000101;Argelaguer;359;0257-3;2,64194856;42,21307792;Mapa;182;MDT
17011000000;1170118;17;Girona;L'Armentera;1043;585;14678;17011000101;L'Armentera;1028;0258-4;3,07498075;42,17199929;Mapa;6;MDT
17012000000;1170123;17;Girona;Avinyonet de Puigventós;1676;1245,1564;18121;17012000101;Avinyonet de Puigventós;372;0258-1,0258-3;2,91439402;42,24964566;Mapa;71;MDT
17013000000;1170139;17;Girona;Begur;4177;2085,92;39004;17013000101;Begur;1333;0335-1;3,20724589;41,95431081;Mapa;198;MDT
17014000000;1170144;17;Girona;La Vajol;87;466,282;12622;17014000101;La Vajol;57;0219-4;2,80049422;42,40383379;Mapa;542;MDT
17015000000;1170157;17;Girona;Banyoles;20187;1102,33;16856;17015000101;Banyoles;20019;0295-2;2,7694699;42,12059137;Mapa;165;MDT
17016000000;1170160;17;Girona;Bàscara;1034;1705,37;19689;17016000101;Bàscara;617;0296-1;2,91021595;42,16066615;Mapa;64;MDT
17018000000;1170182;17;Girona;Bellcaire d'Empordà;713;1262,95;18464;17018000101;Bellcaire d'Empordà;653;0296-4;3,09454192;42,08088551;Mapa;31;MDT
17019000000;1170195;17;Girona;Besalú;2480;469,4;10330;17019000101;Besalú;2447;0257-4;2,69965703;42,19949028;Mapa;168;MDT
17020000000;1170209;17;Girona;Bescanó;5156;3605,69;29168;17020000101;Bescanó;3775;0333-2;2,7427398;41,96550469;Mapa;100;MDT
17021000000;1170216;17;Girona;Beuda;202;3619,97;43742;17021000101;Beuda;12;0257-4;2,70978069;42,237136;Mapa;339;MDT
17022000000;1170221;17;Girona;La Bisbal d'Empordà;11163;2061,5254;27000;17022000101;La Bisbal d'Empordà;11045;0334-2;3,03828637;41,96013018;Mapa;35;MDT
17023000000;1170237;17;Girona;Blanes;40579;1777,54;31312;17023000101;Blanes;40302;0365-4;2,79229296;41,67592157;Mapa;14;MDT
17024000000;1170242;17;Girona;Bolvir;518;1065,8697;17701;17024000201;Bolvir;283;0217-1;1,87857449;42,41958496;Mapa;1144;MDT
17025000000;1170255;17;Girona;Bordils;1815;699,32;14320;17025000101;Bordils;1794;0296-3;2,911441;42,04409797;Mapa;41;MDT
17026000000;1170268;17;Girona;Borrassà;776;949,02;13910;17026000101;Borrassà;641;0258-3;2,92653436;42,22323776;Mapa;73;MDT
17027000000;1170274;17;Girona;Breda;3842;501,0955;12660;17027000201;Breda;3717;0365-3;2,55714072;41,7483613;Mapa;169;MDT
17028000000;1170280;17;Girona;Brunyola i Sant Martí Sapresa;388;3692,99;29801;17028000101;Brunyola i Sant Martí Sapresa;39;0333-4;2,68467609;41,90460031;Mapa;251;MDT
17029000000;1170293;17;Girona;Boadella i les Escaules;258;1084,89;16032;17029000101;Boadella d'Empordà;141;0258-1;2,85606254;42,32960828;Mapa;86;MDT
17030000000;1170307;17;Girona;Cabanes;949;1500,23;18313;17030000201;Cabanes;549;0258-1;2,97795707;42,3075044;Mapa;24;MDT
17031000000;1170314;17;Girona;Cabanelles;279;5603,67;56075;17031000101;Cabanelles;13;0258-3;2,81947141;42,23076724;Mapa;194;MDT
17032000000;1170329;17;Girona;Cadaqués;2889;2651,9675;53822;17032000101;Cadaqués;2717;0259-1;3,27565126;42,28808066;Mapa;16;MDT
17033000000;1170335;17;Girona;Caldes de Malavella;8196;5698,23;48434;17033000101;Caldes de Malavella;3626;0333-4;2,80903801;41,83670952;Mapa;92;MDT
17034000000;1170340;17;Girona;Calonge i Sant Antoni;11712;3358,82;33147;17034000201;Calonge i Sant Antoni;3362;0334-4;3,07314483;41,86228799;Mapa;35;MDT
17035000000;1170353;17;Girona;Camós;715;1557,8;17720;17035000101;Camós;164;0295-2;2,767546;42,093976;Investigación;168;Investigación
17036000000;1170366;17;Girona;Campdevànol;3217;3265,08;29273;17036000101;Campdevànol;2948;0256-3;2,16705008;42,22418662;Mapa;734;MDT
17037000000;1170372;17;Girona;Campelles;162;1871,03;21062;17037000201;Campelles;120;0255-2;2,14056352;42,29463529;Mapa;1301;MDT
17038000000;1170388;17;Girona;Campllong;535;849,26;13768;17038000101;Campllong;314;0334-3;2,83017718;41,89091853;Mapa;112;MDT
17039000000;1170391;17;Girona;Camprodon;2469;10357,28;80083;17039000301;Camprodon;2028;0256-2;2,36545733;42,31288827;Mapa;964;MDT
17040000000;1170405;17;Girona;Canet d'Adri;750;4465,61;30924;17040000301;Canet d'Adri;273;0295-4;2,73476445;42,03825128;Mapa;246;MDT
17041000000;1170412;17;Girona;Cantallops;330;1953,56;18602;17041000101;Cantallops;274;0220-1;2,92494407;42,42218355;Mapa;204;MDT
17042000000;1170427;17;Girona;Capmany;672;2638,22;26695;17042000201;Capmany;537;0220-3;2,92103112;42,37254;Mapa;105;MDT
17043000000;1170433;17;Girona;Queralbs;191;9362,05;44038;17043000101;Queralbs;141;0218-3;2,16127418;42,34832099;Mapa;1220;MDT
17044000000;1170448;17;Girona;Cassà de la Selva;10680;4543,05;32363;17044000101;Cassà de la Selva;9948;0334-3;2,87439907;41,88728278;Mapa;146;MDT
17046000000;1170464;17;Girona;Castellfollit de la Roca;926;72,64;5687;17046000101;Castellfollit de la Roca;922;0257-3;2,55462098;42,21828475;Mapa;281;MDT
17047000000;1170470;17;Girona;Castelló d'Empúries;11611;4224,7087;31013;17047000201;Castelló d'Empúries;4015;0258-2;3,07630065;42,25961136;Mapa;17;MDT
17048000000;1170486;17;Girona;Castell-Platja d'Aro;11757;2167,5374;23616;17048000601;Platja d'Aro;8186;0366-2;3,06798443;41,81426606;Mapa;4;MDT
17049000000;1170499;17;Girona;Celrà;5503;1968,78;20820;17049000101;Celrà;5389;0296-3;2,87907124;42,02461438;Mapa;71;MDT
17050000000;1170502;17;Girona;Cervià de Ter;999;1009,39;21167;17050000101;Cervià de Ter;773;0296-3;2,91032071;42,06771203;Mapa;45;MDT
17051000000;1170519;17;Girona;Cistella;307;2561,02;25173;17051000101;Cistella;214;0258-1;2,84850122;42,26853694;Mapa;130;MDT
17052000000;1170524;17;Girona;Siurana;178;1044,37;14631;17052000201;Siurana;152;0258-4;2,9948398;42,20943566;Mapa;32;MDT
17054000000;1170545;17;Girona;Colera;468;2420,8473;28509;17054000101;Colera;461;0221-3;3,14982626;42,40421548;Mapa;22;MDT
17055000000;1170558;17;Girona;Colomers;204;426,7;12078;17055000101;Colomers;200;0296-4;2,98758049;42,08406621;Mapa;39;MDT
17056000000;1170561;17;Girona;Cornellà del Terri;2407;2785,16;29512;17056000201;Cornellà del Terri;1113;0296-1;2,81573428;42,08983634;Mapa;96;MDT
17057000000;1170577;17;Girona;Corçà;1268;1608,85;22157;17057000201;Corçà;207;0334-2;3,01707993;41,9893624;Mapa;43;MDT
17058000000;1170583;17;Girona;Crespià;276;1131,81;19588;17058000101;Crespià;189;0257-4;2,79921562;42,18696154;Mapa;137;MDT
17060000000;1170600;17;Girona;Darnius;535;3489,3;34985;17060000301;Darnius;428;0220-3;2,83110073;42,36877743;Mapa;187;MDT
17061000000;1170617;17;Girona;Das;267;1482,9059;24863;17061000101;Das;133;0217-3;1,87037861;42,36086604;Mapa;1221;MDT
17062000000;1170622;17;Girona;L'Escala;10520;1629,83;39162;17062000401;L'Escala;9956;0296-2;3,13299609;42,12467235;Mapa;13;MDT
17063000000;1170638;17;Girona;Espinelves;248;1748,1594;19694;17063000101;Espinelves;223;0332-4;2,41749953;41,86884532;Mapa;750;MDT
17064000000;1170643;17;Girona;Espolla;408;4360,2262;33375;17064000101;Espolla;379;0220-4;3,00104933;42,39238049;Mapa;122;MDT
17065000000;1170656;17;Girona;Esponellà;489;1577,93;24836;17065000601;Esponellà;140;0257-4;2,79549985;42,17884901;Mapa;139;MDT
17066000000;1170669;17;Girona;Figueres;47088;1914,24;28678;17066000101;Figueres;46385;0258-1;2,96027805;42,2678359;Mapa;41;MDT
17067000000;1170675;17;Girona;Flaçà;1130;683,9;13040;17067000301;Flaçà;1085;0296-3;2,95358208;42,05017515;Mapa;33;MDT
17068000000;1170681;17;Girona;Foixà;288;1856,77;23244;17068000001;Foixà;0;0296-4;2,997994651;42,03884127;Investigación;79;Investigación
17069000000;1170694;17;Girona;Fontanals de Cerdanya;533;2867,8935;27573;17069000901;El Vilar d'Urtx;104;0217-3;1,89950069;42,38582555;Mapa;1149;MDT
17070000000;1170708;17;Girona;Fontanilles;163;937,6769;23922;17070000101;Fontanilles;75;0296-4;3,10741059;42,01207333;Mapa;30;MDT
17071000000;1170715;17;Girona;Fontcoberta;1466;1709,14;23110;17071000301;Fontcoberta;9;0295-2;2,79015688;42,14287655;Mapa;203;MDT
17073000000;1170736;17;Girona;Fornells de la Selva;2693;1173,9834;15651;17073000101;Fornells de la Selva;2210;0334-1,0333-2;2,81285895;41,93119771;Mapa;101;MDT
17074000000;1170741;17;Girona;Fortià;778;1088,39;15722;17074000101;Fortià;535;0258-4;3,04092186;42,24200453;Mapa;8;MDT
